timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year
2015-11-09,4308,15.5,15.5,82.0,33.0,4.0,0.0,0.0,2.0,2015
2015-11-10,4681,17.0,17.0,85.5,29.0,7.0,0.0,0.0,2.0,2015
2015-11-11,4538,15.5,15.5,88.0,27.0,4.0,0.0,0.0,2.0,2015
2015-11-12,4579,16.0,16.0,91.0,26.0,7.0,0.0,0.0,2.0,2015
2015-11-13,4214,14.5,14.5,82.5,35.5,7.0,0.0,0.0,2.0,2015
2015-11-14,660,15.0,15.0,88.0,34.0,7.0,0.0,1.0,2.0,2015
2015-11-15,1741,17.0,17.0,77.0,43.0,4.0,0.0,1.0,2.0,2015
2015-11-16,4086,14.5,14.5,94.0,29.0,7.0,0.0,0.0,2.0,2015
2015-11-17,4243,16.5,16.5,91.0,56.5,7.0,0.0,0.0,2.0,2015
2015-11-18,4455,16.0,16.0,85.0,44.0,7.0,0.0,0.0,2.0,2015
2015-11-19,4204,13.5,13.5,94.0,34.0,7.0,0.0,0.0,2.0,2015
2015-11-20,3996,10.0,8.0,82.0,29.5,7.0,0.0,0.0,2.0,2015
2015-11-21,1267,6.0,1.0,87.0,38.0,26.0,0.0,1.0,2.0,2015
2015-11-22,1443,6.5,4.5,87.0,16.0,2.0,0.0,1.0,2.0,2015
2015-11-23,3919,8.0,5.5,90.0,20.0,7.0,0.0,0.0,2.0,2015
2015-11-24,3120,10.5,9.5,94.0,25.0,26.0,0.0,0.0,2.0,2015
2015-11-25,4170,11.0,11.0,90.0,26.0,7.0,0.0,0.0,2.0,2015
2015-11-26,4203,11.0,11.0,94.0,12.0,4.0,0.0,0.0,2.0,2015
2015-11-27,3425,13.5,13.5,94.0,36.0,7.0,0.0,0.0,2.0,2015
2015-11-28,1534,11.5,11.5,76.0,36.0,7.0,0.0,1.0,2.0,2015
2015-11-29,1091,14.0,14.0,88.0,47.0,7.0,0.0,1.0,2.0,2015
2015-11-30,3650,14.0,14.0,94.0,38.0,7.0,0.0,0.0,2.0,2015
2015-12-01,4185,15.0,15.0,97.0,33.0,7.0,0.0,0.0,3.0,2015
2015-12-02,4323,13.5,13.5,79.5,24.0,4.0,0.0,0.0,3.0,2015
2015-12-03,4369,13.5,13.5,85.0,32.0,7.0,0.0,0.0,3.0,2015
2015-12-04,3739,13.0,13.0,88.0,35.0,7.0,0.0,0.0,3.0,2015
2015-12-05,1480,13.5,13.5,72.0,45.0,4.0,0.0,1.0,3.0,2015
2015-12-06,1491,15.0,15.0,94.0,35.0,7.0,0.0,1.0,3.0,2015
2015-12-07,3999,14.0,14.0,88.0,22.0,7.0,0.0,0.0,3.0,2015
2015-12-08,3002,14.5,14.5,88.0,27.0,7.0,0.0,0.0,3.0,2015
2015-12-09,4208,12.5,12.5,84.0,27.0,4.0,0.0,0.0,3.0,2015
2015-12-10,4091,12.0,12.0,94.0,28.0,7.0,0.0,0.0,3.0,2015
2015-12-11,3452,11.0,11.0,94.0,28.5,7.0,0.0,0.0,3.0,2015
2015-12-12,1409,14.0,14.0,82.0,34.0,7.0,0.0,1.0,3.0,2015
2015-12-13,1202,12.0,10.5,97.0,25.0,7.0,0.0,1.0,3.0,2015
2015-12-14,3761,10.0,9.5,94.0,13.0,7.0,0.0,0.0,3.0,2015
2015-12-15,3722,14.0,14.0,100.0,16.0,7.0,0.0,0.0,3.0,2015
2015-12-16,3771,16.0,16.0,94.0,30.5,7.0,0.0,0.0,3.0,2015
2015-12-17,3910,16.0,16.0,88.0,24.0,7.0,0.0,0.0,3.0,2015
2015-12-18,3343,14.0,14.0,88.0,22.0,4.0,0.0,0.0,3.0,2015
2015-12-19,1653,16.5,16.5,88.0,28.0,7.0,0.0,1.0,3.0,2015
2015-12-20,1333,16.0,16.0,85.0,28.0,7.0,0.0,1.0,3.0,2015
2015-12-21,2615,13.0,13.0,88.0,38.0,7.0,0.0,0.0,3.0,2015
2015-12-22,2350,15.5,15.5,91.0,40.0,7.0,0.0,0.0,3.0,2015
2015-12-23,1896,13.0,13.0,82.0,33.5,4.0,0.0,0.0,3.0,2015
2015-12-24,898,14.0,14.0,79.5,39.0,7.0,0.0,0.0,3.0,2015
2015-12-25,2374,15.0,15.0,91.0,32.0,7.0,1.0,0.0,3.0,2015
2015-12-26,925,16.0,16.0,88.0,32.0,7.0,0.0,1.0,3.0,2015
2015-12-27,894,15.0,15.0,88.0,31.5,7.0,0.0,1.0,3.0,2015
2015-12-28,1529,14.0,14.0,94.0,24.0,2.0,1.0,0.0,3.0,2015
2015-12-29,1409,13.0,13.0,79.5,21.5,7.0,0.0,0.0,3.0,2015
2015-12-30,1114,14.0,14.0,88.0,33.5,7.0,0.0,0.0,3.0,2015
2015-12-31,1496,12.0,12.0,82.0,31.5,7.0,0.0,0.0,3.0,2015
